Adhyaya_no	Brahmana_no	Text_no	Hymn
1	1	1	Verily, in the beginning there was here the non-existent . As to this they say, 'What was that non-existent?' The Rishis, assuredly,--it is they that were the non-existent . As to this they say, 'Who were those Rishis?' The Rishis, doubtless, were the vital airs: inasmuch as before (the existence of) this universe, they, desiring it, wore themselves out (rish) with toil and austerity, therefore (they are called) Rishis.
1	1	2	This same vital air in the midst doubtless is Indra. He, by his power (indriya), kindled those (other) vital airs from the midst; and inasmuch as he kindled (indh), he is the kindler (indha): the kindler  indeed,--him they call 'Indra' mystically (esoterically), for the gods love the mystic. They (the vital airs), being kindled, created seven separate persons  (purusha).
1	1	3	They said, 'Surely, being thus, we shall not be able to generate: let us make these seven persons one Person!' They made those seven persons one Person: they compressed two of them  (into) what is above the navel, and two of them (into) what is below the navel; (one) person was (one) wing (or side), (one) person was (the other) wing, and one person was the base (i.e. the feet).
1	1	4	And what excellence, what life-sap (rasa) there was in those seven persons, that they concentrated above, that became his head. And because (in it) they concentrated the excellence (srî), therefore it is (called) the head (siras). It was thereto that the breaths resorted (sri): therefore also it is the head (siras). And because the breaths did so resort (sri) thereto, therefore also the breaths (vital airs, and their organs) are elements of excellence (srî). And because they resorted to the whole (system) therefore (this is called) body (sarîra).
1	1	5	That same Person became Pragâpati (lord of generation). And that Person which became Pragâpati is this very Agni (fire-altar), who is now (to be) built.
1	1	6	He verily is composed of seven persons, for this Person (Agni) is composed of seven persons ,to wit, the body (trunk) of four, and the wings and tail of three; for the body of that (first) Person (was composed of) four, and the wings and tail of three. And inasmuch as he makes the body larger by one person, by that force the body raises the wings and tail.
1	1	7	And as to the fire which is deposited on the built (altar),--whatever excellence, whatever life-sap there was in those seven persons, that they now concentrate above, that is his (Pragâpati's) head. On that same (head) all the gods are dependent (srita), for it is there that offering is made to all the gods: therefore also it is the head (siras).
1	1	8	Now this Person Pragâpati desired, 'May I be more (than one), may I be reproduced!' He toiled, he practised austerity. Being worn out with toil and austerity, he created first of all the Brahman (neut.), the triple science. It became to him a foundation: hence they say, 'the Brahman (Veda) is the foundation of everything here.' Wherefore, having studied (the Veda) one rests on a foundation; for this, to wit, the Veda, is his foundation. Resting on that foundation, he (again) practised austerity.
1	1	9	He created the waters out of Vâk (speech, that is) the world; for speech belonged to it : that wascreated (set free). It pervaded everything here; and because it pervaded (âp) whatsoever there was here, therefore (it is called) water (âpah); and because it covered (var), therefore also it (is called) water (vâr).
1	1	10	He desired, 'May I be reproduced from these waters!' He entered the waters with that triple science. Thence an egg arose. He touched it. 'Let it exist! let it exist and multiply!' so he said. From it the Brahman (neut.) was first created, the triple science. Hence they say, 'The Brahman (n.) is the first-born of this All.' For even before that Person the Brahman was created : it was created as his mouth. Hence they say of him who has studied the Veda, that 'he is like Agni;' for it, the Brahman (Veda), is Agni's mouth.
