Adhyaya_no	Brahmana_no	Text_no	Hymn
1	1	1	Verily, this sacrifice is the same as this blowing (wind): it is that  they wish to secure who take the vow of initiation for a year. Of them the Grihapati is initiated first ; for the Grihapati is this (terrestrial) world, and upon this world everything here is established; and so, indeed, are his fellow-sacrificers established in the Grihapati: it is thus after they have become established on a firm foundation that they are initiated.
1	1	2	He (the Adhvaryu) then initiates the Brahman (priest). Now the Brahman is the moon, and the moon is Soma, and plants belong to Soma : he thus connects the plants with this (terrestrial) world. Therefore no other person should be initiated between those two; for, assuredly, were any one else to be initiated between those two, he would separate (tear up) the plants from this (terrestrial) world, and they would be liable to dry up: let therefore no other person be initiated between those two.
1	1	3	He then initiates the Udgâtri. Now, the Udgâtri is the thunder-cloud, and from the thundercloud rain is produced: he thus connects the rainwith the plants. Therefore no other person should be initiated between those two; for, assuredly, were any one else to be initiated between those two, he would separate the rain from the plants, and (the cloud) would be liable to lack rain: let therefore no other person be initiated between those two.
1	1	4	He then initiates the Ho tri. Now, the Hotri  is Agni in respect of the deity, and speech in respect of the body; and rain is food: he thus connects both Agni (fire) and speech with food. Therefore no other person should be initiated between those two; for, assuredly, were any one else to be initiated between those two, he would separate fire and speech from food, and (people) would be liable to starve: let therefore no other person be initiated between those two.
1	1	5	The Pratiprasthâtri then initiates the Adhvaryu. Now, the Adhvaryu is the mind , and the Hotri is speech: he thus connects mind and speech with one another. Therefore no other person should be initiated between those two; for, assuredly, were any one else to be initiated between those two, he would separate mind and speech, and (people) would be liable to perish: let therefore no other person be initiated between those two.
1	1	6	He then initiates the Brâhmanâkhamsin for the Brahman, for under him the former is. He then initiates the Prastotri for the Udgâtri, for underhim the former is. He then initiates the Maitrâvaruna for the Hotri, for under him the former is. These four the Pratiprasthâtri initiates.
1	1	7	The Neshtri then initiates the Pratiprasthâtri for the Adhvaryu, for under him the former is. It is after the fitting out  of these nine that the others are fitted out; for there are nine vital airs: he thus lays the vital airs into them; and so they attain the full term of life, and so they do not depart this world before their (full) term of life.
1	1	8	He then initiates the Potri for the Brahman, for under him the former is. He then initiates the Pratihartri for the Udgâtri, for under him the former is. He then initiates the Akhâvâka for the Hotri, for under him the former is. These four the Neshtri initiates.
1	1	9	The Unnetri then initiates the Neshtri for the Adhvaryu, for under him the former is. He then initiates the Âgnîdhra for the Brahman, for under him the former is. He then initiates the Subrahmanyâ for the Udgâtri, for under him the former is. He then initiates the Grâvastut for the Hotri, for under him the former is. These four the Unnetri initiates.
1	1	10	Either a Snâtaka , or a Brahmakârin, or some one else who is not initiated, then initiates the Unnetri; for they say, 'No pure one should purify.' This is the regular order of initiation ;and; assuredly, only when, knowing this , they become initiated, they make ready the sacrifice even whilst being initiated, and along with the getting ready of the sacrifice security of property accrues to the performers of the sacrificial session (Sattra); and, along with the accruing of security of property to the performers of the session, security of property also accrues to that district in which they perform the sacrifice.
1	1	11	Now, the Unnetri is initiated last of these, and when they come out from the purificatory bath it is he that comes out first; for the Unnetri is the vital air: he thus lays vital air into them on both sides; and so they attain the full term of life, and so they do not depart this world before their (full) term of life. This is the regular order of initiation: and, assuredly, he should become initiated only where such as know this become initiated.
1	2	1	Verily, from out of faith the gods fashioned the initiation, from out of Aditi the opening (sacrifice ), from out of Soma the buying (of Soma-plants), from out of Vishnu the guest-offering, from out of the sun the Pravargya, from out of the Svadhâ (the food of departed ancestors) the Upasads,from out of Agni and Soma the day of fasting, and from out of this world the opening Atirâtra .
1	2	2	From out of the year (they fashioned) the Katurvimsa day, from out of the priesthood the Abhiplava (shadaha), from out of the nobility the Prishthya (shadaha) , from out of Agni the Abhigit, from out of the waters the Svarasâman days, from out of the sun the Vishuvat,--the Svarasâman days have been told;--from out of Indra the Visvagit,--the Prishthya and Abhiplava have been told;--from out of Mitra and Varuna the Go and Âyus , from out of the Visve Devâh the Dasarâtra , from out of the regions the Prishthya-shadaha of the Dasarâtra, from out of these worlds the Khandoma days.
1	2	3	From out of the year (they fashioned) the tenth day, from out of Pragâpati the Mahâvrata, and from out of the world of heaven the Udayanîya Atirâtra:--such was the birth of the Year; and, verily, whosoever thus knows that birth of the Year becomes more (and more) glorious to (the end of) it, he becomes possessed of a (new) body, he becomes the Year, and, as the Year , he goes to the gods.
1	3	1	Now, when they are initiated they indeed offer sacrifice to the deities Agni and Vishnu: they become the deities Agni and Vishnu, and attain to fellowship and co-existence with Agni and Vishnu.
1	3	2	And when they perform the opening sacrifice they indeed offer sacrifice to the deity Aditi: they become the deity Aditi, and attain to fellowship and co-existence with Aditi.
1	3	3	And when they proceed with the buying (of Soma-plants) they indeed offer sacrifice to the deity Soma: they become the deity Soma, and attain to fellowship and co-existence with Soma.
1	3	4	And when they perform the guest-offering they indeed offer sacrifice to the deity Vishnu: they become the deity Vishnu, and attain to fellowship and co-existence with Vishnu.
1	3	5	And when they perform the Pravargya-offering  they indeed offer sacrifice to the deity Âditya: they become the deity Âditya, and attain to fellowship and co-existence with Âditya (the sun).
1	3	6	And when they enter upon the Upasads they indeed offer sacrifice to those very deities  who (receive oblations) at the Upasads: they become those deities, and attain to fellowship and co-existence with those deities.
1	3	7	And when they perform the animal sacrifice to Agni and Soma  they indeed offer sacrifice to the deities Agni and Soma: they become the deities Agni and Soma, and attain to fellowship and co-existence with Agni and Soma.
1	3	8	And when they perform the opening Atirâtra (of the sacrificial session) they indeed offer sacrifice to those deities, the Day and Night : they become those deities, the Day and Night, and attain to fellowship and co-existence with the Day and Night.
